0.062624	0.735893
0.155858	0.33784
0.682272	0.829066
0.795312	0.336497
0.913968	0.515366
0.398877	0.11829
0.0508438	0.878689
0.324839	0.278848
0.794763	0.847316
0.187353	0.279031
0.353374	0.526963
0.981994	0.693136
0.820917	0.684561
0.760216	0.810389
0.497879	0.413129
0.759056	0.87167
0.306803	0.509995
0.391644	0.721763
0.959868	0.598926
0.00598163	0.159215
0.034608	0.527726
0.81695	0.764489
0.614368	0.0724509
0.918607	0.488052
0.649037	0.479598
0.783135	0.779321
0.693045	0.877224
0.151708	0.538072
0.17658	0.0866115
0.724937	0.669149
0.866085	0.86578
0.557604	0.52208
0.670431	0.115299
0.565477	0.996673
0.449293	0.0788903
0.0491653	0.595813
0.979614	0.0690634
0.642079	0.206977
0.736259	0.749382
0.588305	0.893216
0.643849	0.504746
0.756981	0.475356
0.455123	0.930876
0.299081	0.186499
0.912839	0.973907
0.353191	0.179785
0.350841	0.751885
0.706168	0.171331
0.890988	0.58916
0.815271	0.998718
0.892056	0.294687
0.0979034	0.377026
0.806757	0.215857
0.895077	0.633534
0.103244	0.0991241
0.014832	0.701682
0.407361	0.288247
0.26249	0.156499
0.521714	0.291726
0.862819	0.572222
0.478164	0.250862
0.181402	0.983245
0.27955	0.339274
0.651234	0.72985
0.48732	0.625202
0.310221	0.470321
0.310801	0.428114
0.856594	0.639821
0.355205	0.700766
0.627888	0.138096
0.683401	0.467696
0.410413	0.526902
0.34901	0.851802
0.484512	0.518296
0.0561235	0.719779
0.81283	0.035371
0.102298	0.478408
0.777184	0.626545
0.260903	0.0520341
0.370617	0.514267
0.759484	0.573229
0.250771	0.0601825
0.00955229	0.817347
0.560747	0.927396
0.245277	0.912687
0.923826	0.721
0.725944	0.35725
0.518387	0.388714
0.659474	0.873348
0.639058	0.162511
0.502976	0.13126
0.650349	0.322245
0.796258	0.873501
0.739402	0.563097
0.184759	0.470504
0.373363	0.247444
0.78872	0.439405
0.868648	0.323283
0.573473	0.956755
0.977294	0.189215
0.878628	0.896786
0.897366	0.288614
0.761406	0.426252
0.613453	0.713126
0.310678	0.687185
0.973449	0.597247
0.588092	0.598712
0.40791	0.585467
0.352184	0.309427
0.698172	0.152501
0.222266	0.331187
0.699728	0.0586261
0.437635	0.886044
0.42674	0.720756
0.869015	0.496963
0.404279	0.78103
0.438063	0.354442
0.694235	0.653829
0.60155	0.489364
0.50148	0.332377
0.0557573	0.283731
0.766289	0.236793
0.318491	0.350902
0.649159	0.383831
0.343669	0.315775
0.31489	0.660695
0.825831	0.526994
0.921262	0.483139
0.350017	0.231697
0.219245	0.620014
0.0438551	0.24485
0.671072	0.464766
0.887783	0.643422
0.49147	0.535508
0.339396	0.517563
0.519669	0.485061
0.429182	0.309793
0.327342	0.401715
0.982574	0.77282
0.469131	0.682485
0.125401	0.0783105
0.282174	0.259713
0.729057	0.106906
0.14069	0.462661
0.950926	0.451338
0.571642	0.294778
0.527055	0.163579
0.138218	0.408612
0.973052	0.777551
0.497299	0.558977
0.349223	0.63805
0.536424	0.815912
0.746635	0.0682699
0.997711	0.318796
0.149876	0.405744
0.493973	0.852718
0.833399	0.43907
0.323923	0.0279855
0.946898	0.276315
0.992157	0.345073
0.446608	0.17597
0.840571	0.924986
0.0286874	0.372539
0.697653	0.187078
0.220527	0.426984
0.951262	0.255684
0.286538	0.134251
0.951384	0.375927
0.104953	0.518418
0.149663	0.121128
0.671255	0.947172
0.881252	0.672109
0.384838	0.89639
0.195257	0.950102
0.775414	0.396741
0.640828	0.884579
0.824671	0.693045
0.413953	0.596759
0.54033	0.147343
0.772423	0.780908
0.938078	0.918241
0.124027	0.0633869
0.0881375	0.445906
0.695425	0.622456
0.382427	0.275735
0.186804	0.848018
0.678793	0.250801
0.31959	0.324503
0.478256	0.604724
0.682546	0.916929
0.792047	0.986084
0.783319	0.241462
0.853877	0.946074
0.711081	0.302591
0.334574	0.919919
0.316843	0.576952
0.214789	0.233894
0.317698	0.326121
0.972015	0.168889
0.23075	0.418958
0.238411	0.611957
0.543962	0.44496
0.585772	0.326762
0.0290231	0.400037
0.593402	0.37492
0.603412	0.725608
0.855464	0.718314
0.647359	0.982543
0.0842616	0.534928
0.182287	0.94116
0.965484	0.278329
0.816584	0.368511
0.921079	0.0128788
0.865474	0.294076
0.437391	0.0554521
0.550798	0.0352184
0.113559	0.455
0.687185	0.763848
0.0868252	0.341258
0.760765	0.895016
0.991211	0.674001
0.806726	0.0794397
0.105472	0.423811
0.992035	0.0805383
0.847224	0.71572
0.309305	0.317331
0.268166	0.967009
0.28843	0.355022
0.708487	0.550401
0.13184	0.123753
0.26487	0.0140385
0.180181	0.147313
0.229865	0.389142
0.113742	0.56267
0.157781	0.616779
0.797235	0.212012
0.713919	0.625294
0.172613	0.588153
0.963347	0.0891446
0.107578	0.914762
0.255165	0.40083
0.60509	0.142369
0.359142	0.886563
0.280496	0.142216
0.00985748	0.797845
0.512619	0.877956
0.51616	0.109348
0.17478	0.837458
0.590472	0.654866
